pollutant,group,large_grid_id,sailing_emissions,berth_emissions
PM2.5,1,10229,38.99189357,0.051701293
PM2.5,1,10230,479.537829428,0.25601214299999997
PM2.5,1,10236,124.89176149400001,0
PM2.5,1,10237,297.01425838,7.83352e-4
PM2.5,1,10238,307.557900776,0.004894532
PM2.5,1,10251,0.988869054,0
PM2.5,1,10252,1.229970373,0
PM2.5,1,10253,1.224157158,0
PM2.5,1,10254,1.104006065,0
PM2.5,1,10255,0.010459716,0
PM2.5,1,10398,0.155866376,0
PM2.5,1,10399,2.227027984,0.007966621
PM2.5,1,10400,3.2824456929999997,0
PM2.5,1,10401,11.651303178000001,0
PM2.5,1,10426,0.324542768,0
PM2.5,1,10427,1.427469645,0
PM2.5,1,10428,0.088464935,0
PM2.5,1,10570,0.135420787,0
PM2.5,1,10599,0.059959792,0
PM2.5,1,10600,1.301631419,0
PM2.5,1,10601,0.770635822,0
PM2.5,1,10739,0.036899065,0.005842139
PM2.5,1,10740,0.34956892100000003,0
PM2.5,1,10741,0.062997075,0
PM2.5,1,10742,0.637260394,0
PM2.5,2,8871,0.002365025,0
PM2.5,2,9043,7.83986e-4,0
PM2.5,2,9044,5.22657e-4,0
PM2.5,2,9204,6.55353e-5,0
PM2.5,2,9205,0.001032249,0
PM2.5,2,9209,0.002077893,0
PM2.5,2,9216,0.00131971,0
PM2.5,2,9377,0.017330422,0
PM2.5,2,9381,4.52725e-4,0
PM2.5,2,9382,4.8755e-4,0
PM2.5,2,9383,0.004628046,0
PM2.5,2,9384,0.026936333,0
PM2.5,2,9388,7.83987e-4,0
PM2.5,2,9389,6.40256e-4,0
PM2.5,2,9550,0.079949661,2.90553e-4
PM2.5,2,9554,0.001393001,0
PM2.5,2,9556,0.04657251,0
PM2.5,2,9557,0.170916401,0.009785521
PM2.5,2,9559,0.14589749000000002,0.283354788
PM2.5,2,9560,0.018367638999999998,0
PM2.5,2,9561,0.001437308,0
PM2.5,2,9717,2.21358e-4,0
PM2.5,2,9722,0.186130446,0
PM2.5,2,9723,0.141171238,0
PM2.5,2,9726,4.64334e-4,0
PM2.5,2,9727,4.64334e-4,0
PM2.5,2,9728,45.448411195,0
PM2.5,2,9729,164.08604026400002,0.058915983
PM2.5,2,9730,174.14120591600002,0.112008213
PM2.5,2,9731,166.048746823,0
PM2.5,2,9732,446.18903029700004,222.987958633
PM2.5,2,9733,269.301373954,2.408429676
PM2.5,2,9734,38.361635957000004,0
PM2.5,2,9886,81.32835226600001,3.316739811
PM2.5,2,9887,66.74850710700001,2.452180146
PM2.5,2,9888,72.516561392,0.357319629
PM2.5,2,9889,128.788435309,2.44108039
PM2.5,2,9890,35.853174783,0.645830295
PM2.5,2,9891,128.28964269600002,0.108472866
PM2.5,2,9892,108.1893917,0.001973088
PM2.5,2,9893,0.598385441,0.196263357
PM2.5,2,9894,92.232726111,0.026460118999999997
PM2.5,2,9895,71.203201728,0.6147138679999999
PM2.5,2,9896,2.428826665,0.863779551
PM2.5,2,9897,2.787958248,0.09282637799999999
PM2.5,2,9898,1.331474601,0
PM2.5,2,9899,8.542141473,1.8383592
PM2.5,2,9900,232.253286084,1.7922130980000002
PM2.5,2,9901,0.118654333,0
PM2.5,2,9905,23.074513922,0.441251442
PM2.5,2,9906,221.54553031999998,0.33472533
PM2.5,2,9907,48.909055241000004,0.013991434
PM2.5,2,10058,91.56578414600001,0.149195992
PM2.5,2,10061,0.007517214,0
PM2.5,2,10062,46.775812566,0.7756528549999999
PM2.5,2,10063,0.059468042,3.30151e-4
PM2.5,2,10064,68.575087619,0.11504515400000001
PM2.5,2,10065,2.5824582069999997,1.4370952700000001
PM2.5,2,10066,194.560261847,32.421628404
PM2.5,2,10067,30.951544765,0.025454516
PM2.5,2,10068,727.908525735,252.33598917999998
PM2.5,2,10069,173.93877428800002,3.0253643859999997
PM2.5,2,10070,170.541213783,0.20719549
PM2.5,2,10071,201.761201066,6.145013213
PM2.5,2,10072,45.35064414,0.023174505
PM2.5,2,10078,70.448677229,43.360842139999995
PM2.5,2,10079,204.70832062800002,5.741333721
PM2.5,2,10081,0.0025177045,0
PM2.5,2,10229,10.752730182999999,3.99015e-4
PM2.5,2,10230,63.134003726,0.014063352000000001
PM2.5,2,10236,31.614014095,2.4914e-4
PM2.5,2,10237,90.14022438800001,1.413369056
PM2.5,2,10238,93.113841993,0.10352816
PM2.5,2,10250,0.001005778,0
PM2.5,2,10251,197.818290415,2.838735615
PM2.5,2,10252,203.188546404,0.363413564
PM2.5,2,10253,204.598495427,0
PM2.5,2,10254,201.890535386,1.87927e-4
PM2.5,2,10255,0.249391242,0
PM2.5,2,10398,0.101531704,0
PM2.5,2,10399,0.650462847,0.007051817
PM2.5,2,10400,6.373025982,0.044562172
PM2.5,2,10401,11.965514584,0.015942138
PM2.5,2,10409,0.06131948,0.00203403
PM2.5,2,10424,0.099537591,0.004270819
PM2.5,2,10425,0.007260834,0
PM2.5,2,10426,54.409213301,0
PM2.5,2,10427,270.87578106,0.033785952
PM2.5,2,10428,20.172797527,0.025498735
PM2.5,2,10570,0.35338487999999996,2.21586e-4
PM2.5,2,10597,0.012262601,0
PM2.5,2,10599,12.723260127,0
PM2.5,2,10600,268.141249155,0.14737915099999999
PM2.5,2,10601,266.190856754,43.219621727
PM2.5,2,10739,0.010340536000000001,0.010347064
PM2.5,2,10740,6.108999999999999e-4,0
PM2.5,2,10741,0.116982656,0.004560508
PM2.5,2,10742,0.186013491,0
PM2.5,2,10768,0.006978279,0
PM2.5,2,10769,0.011875132,1.22603e-4
PM2.5,2,10929,1.48731e-5,0
PM2.5,3,9557,33.69782006,24.764430731999997
PM2.5,3,9559,1.357249871,0.468472566
PM2.5,3,9560,0.122020273,0.018211026
PM2.5,3,9728,4.582129194,0
PM2.5,3,9729,39.403635717,20.645362679999998
PM2.5,3,9730,22.451273779999998,0.5296217559999999
PM2.5,3,9731,20.902276427,0
PM2.5,3,9732,27.41032698,25.800014365
PM2.5,3,9733,21.218857298,0.120084995
PM2.5,3,9734,4.264541986999999,0
PM2.5,3,9886,11.955834984000001,0
PM2.5,3,9887,12.123613631000001,0.6148119839999999
PM2.5,3,9888,9.034927672,0.274179505
PM2.5,3,9889,118.501534994,2.6676858439999998
PM2.5,3,9890,1.947617504,0
PM2.5,3,9891,4.696843686,8.10037e-4
PM2.5,3,9892,5.529400881,0
PM2.5,3,9894,14.55236724,0
PM2.5,3,9895,17.777230331,10.879589274
PM2.5,3,9899,0.940632901,0.243331837
PM2.5,3,9900,21.857766944,0.084034454
PM2.5,3,9901,0.003613273,0
PM2.5,3,9905,0.603692878,0
PM2.5,3,9906,23.687815796,0
PM2.5,3,9907,4.732607397,0
PM2.5,3,10058,16.50379617,0.350584448
PM2.5,3,10062,2.536721493,0.031208337
PM2.5,3,10064,7.217155032000001,0.032638905
PM2.5,3,10066,40.25497239,0.703336562
PM2.5,3,10067,4.334313846000001,0
PM2.5,3,10068,21.605780554,14.88472002
PM2.5,3,10069,15.202946221,7.278661492
PM2.5,3,10070,46.824505763000005,193.92143013
PM2.5,3,10071,19.111715179,0.07072193
PM2.5,3,10072,3.626389182,0
PM2.5,3,10078,58.839356101,63.31622824
PM2.5,3,10079,25.049263806,66.56435946500001
PM2.5,3,10229,9.400475644,0
PM2.5,3,10230,22.184445181,0
PM2.5,3,10236,3.4690005509999997,0
PM2.5,3,10237,43.924057143,0.410053924
PM2.5,3,10238,18.193981624,0
PM2.5,3,10251,22.806728585000002,0.087856767
PM2.5,3,10252,27.670864007,0
PM2.5,3,10253,29.143998217,0
PM2.5,3,10254,28.711887697,0
PM2.5,3,10255,0.030262409,0
PM2.5,3,10256,0.209058079,0
PM2.5,3,10398,0.216850253,0
PM2.5,3,10399,0.72470717,0
PM2.5,3,10400,6.261250759,0.01191667
PM2.5,3,10401,8.976788913,0.723339061
PM2.5,3,10402,0.002899689,0
PM2.5,3,10409,8.664393552,0.138912625
PM2.5,3,10426,8.247042272,0
PM2.5,3,10427,36.913919806,0
PM2.5,3,10428,2.4680798509999997,0
PM2.5,3,10570,0.327610442,0
PM2.5,3,10599,2.457172639,0
PM2.5,3,10600,154.129834214,31.42558521
PM2.5,3,10601,23.386509273,1.831501714
PM2.5,3,10741,0.219045936,0.257022914
PM2.5,3,10742,0.244932879,0
PM2.5,3,10760,1.95996e-4,0
PM2.5,4,9376,0.031071653,0
PM2.5,4,9377,0.020893008,0
PM2.5,4,9547,0.067265997,0
PM2.5,4,9548,0.0446153,0
PM2.5,4,9549,0.189108507,0
PM2.5,4,9557,0.138925718,0.004366023
PM2.5,4,9569,0.002156685,0
PM2.5,4,9717,0.076607695,0
PM2.5,4,9718,0.006428618,0
PM2.5,4,9719,0.001607154,0
PM2.5,4,9720,0.580639538,0
PM2.5,4,9721,0.999499001,0
PM2.5,4,9728,1.824602118,0
PM2.5,4,9729,7.313665374,0.8639564000000001
PM2.5,4,9730,6.957213186000001,0.004522524
PM2.5,4,9731,6.102496223,0
PM2.5,4,9732,95.24613341999999,199.603266199
PM2.5,4,9733,353.127349324,163.729682324
PM2.5,4,9734,11.174503522,0
PM2.5,4,9741,0.001048933,0
PM2.5,4,9886,1.05377524,0.008147711
PM2.5,4,9887,1.18440974,0.009486866
PM2.5,4,9888,0.988598309,0.0175308
PM2.5,4,9889,13.750834988,155.163217955
PM2.5,4,9890,3.717438931,0.155247228
PM2.5,4,9891,7.842619518999999,0
PM2.5,4,9892,36.565042039999994,0
PM2.5,4,9893,140.46801811,25.461781943000002
PM2.5,4,9894,5.021850398,0.005636151
PM2.5,4,9895,4.4150587550000004,0.006890073
PM2.5,4,9896,0.070170105,0.608008396
PM2.5,4,9897,0.057115842,0
PM2.5,4,9898,0.040864134999999996,0
PM2.5,4,9899,0.10519943400000001,0.074917987
PM2.5,4,9900,8.034244227,0.022922926
PM2.5,4,9905,0.20108664999999998,0.001044675
PM2.5,4,9906,55.636177464,0.001149465
PM2.5,4,9907,14.839775631999998,0
PM2.5,4,10058,0.723613733,0.016946201
PM2.5,4,10062,3.7318880119999998,0.103443967
PM2.5,4,10064,10.721069363,0.024012898999999997
PM2.5,4,10065,94.907882384,25.243949620000002
PM2.5,4,10066,13.172912987,4.318285109
PM2.5,4,10067,1.663877352,0
PM2.5,4,10068,5.920792769999999,0.275080696
PM2.5,4,10069,5.577002244999999,0.001494113
PM2.5,4,10070,6.397954171,4.549817067
PM2.5,4,10071,172.433448831,9.435488037
PM2.5,4,10072,1.92073781,0.091016597
PM2.5,4,10078,10.392093127,26.039760423
PM2.5,4,10079,56.606093911,1.953561327
PM2.5,4,10081,0.001903023,0
PM2.5,4,10229,1.31496e-4,0
PM2.5,4,10230,0.028493611500000002,0
PM2.5,4,10235,15.62100553,0
PM2.5,4,10236,4.431144894999999,0
PM2.5,4,10237,8.959859071,113.15428287799999
PM2.5,4,10238,31.703516073,0.001395127
PM2.5,4,10240,0.008035772,0
PM2.5,4,10241,0.024107316,0
PM2.5,4,10242,0.004821463,0
PM2.5,4,10251,45.189037681,0.584735064
PM2.5,4,10252,54.25781007,0.011157663
PM2.5,4,10253,55.489538618000005,0
PM2.5,4,10254,55.368291245,3.131452867
PM2.5,4,10255,0.022555595,0
PM2.5,4,10399,0.128112221,0
PM2.5,4,10400,0.0047178920000000004,0
PM2.5,4,10401,3.725742e-4,0
PM2.5,4,10408,1.657511955,0
PM2.5,4,10410,0.054643251,0
PM2.5,4,10415,0.003214309,0
PM2.5,4,10426,15.088416758,0
PM2.5,4,10427,180.970669234,134.495562493
PM2.5,4,10428,570.414326469,541.1872823
PM2.5,4,10582,0.016383399,0
PM2.5,4,10583,0.064286178,0
PM2.5,4,10599,7.629100982,0
PM2.5,4,10600,1012.118354101,370.38243683
PM2.5,4,10601,578.855140517,1759.041517173
PM2.5,4,10927,0.078750568,0
NO2,1,9559,0.0085,0
NO2,1,9717,0.013000000000000001,0
NO2,1,9728,1.0435,0
NO2,1,9729,4.1375,5e-4
NO2,1,9730,3.144,0
NO2,1,9731,2.971,0
NO2,1,9732,5.380000000000001,0
NO2,1,9733,2.2689999999999997,0
NO2,1,9734,0.49000000000000005,0
NO2,1,9886,1108.9265000000003,1.7065000000000001
NO2,1,9887,1858.9075000000003,0.6345000000000001
NO2,1,9888,2828.6040000000003,12.835
NO2,1,9889,2019.5905,68.77550000000001
NO2,1,9890,163.18200000000002,0
NO2,1,9891,825.2065000000001,0
NO2,1,9892,908.2895000000001,0.21550000000000002
NO2,1,9893,0.001,0
NO2,1,9894,936.6709999999999,0.261
NO2,1,9895,510.048,29.299500000000002
NO2,1,9899,0.126,0.0605
NO2,1,9900,5.678000000000001,5e-4
NO2,1,9901,0.0025000000000000005,0
NO2,1,9905,0.05450000000000001,0
NO2,1,9906,2.7230000000000003,0
NO2,1,9907,0.49350000000000005,0
NO2,1,10058,605.417,4.9670000000000005
NO2,1,10062,163.651,0
NO2,1,10063,0.0015,0
NO2,1,10064,464.67150000000004,0.11299999999999999
NO2,1,10065,0.014000000000000002,0.0055000000000000005
NO2,1,10066,1215.0405,0.0235
NO2,1,10067,96.62400000000001,5e-4
NO2,1,10068,304.351,0
NO2,1,10069,256.98199999999997,0
NO2,1,10070,228.60550000000003,0.20650000000000002
NO2,1,10071,295.262,14.4815
NO2,1,10072,2.471,0.147
NO2,1,10078,0.168,0
NO2,1,10079,2.1750000000000003,0
NO2,1,10081,5e-4,0
NO2,1,10229,70.19800000000001,0.126
NO2,1,10230,985.267,0.672
NO2,1,10236,238.42999999999998,0
NO2,1,10237,569.462,0.002
NO2,1,10238,587.9865,0.0095000000000000015
NO2,1,10251,1.881,0
NO2,1,10252,2.3585000000000003,0
NO2,1,10253,2.339,0
NO2,1,10254,2.123,0
NO2,1,10255,0.020000000000000004,0
NO2,1,10398,0.257,0
NO2,1,10399,4.312,0.022000000000000002
NO2,1,10400,7.078,0
NO2,1,10401,24.197000000000003,0
NO2,1,10426,0.6195,0
NO2,1,10427,2.729,0
NO2,1,10428,0.1675,0
NO2,1,10570,0.2635,0
NO2,1,10599,0.11399999999999999,0
NO2,1,10600,2.495,0
NO2,1,10601,1.4745,0
NO2,1,10739,0.08600000000000001,0.014499999999999999
NO2,1,10740,0.8405000000000001,0
NO2,1,10741,0.129,0
NO2,1,10742,1.439,0
NO2,2,8871,0.006,0
NO2,2,9043,0.002,0
NO2,2,9044,0.0015,0
NO2,2,9204,0,0
NO2,2,9205,0.0025000000000000005,0
NO2,2,9209,0.005000000000000001,0
NO2,2,9216,0.0035000000000000005,0
NO2,2,9377,0.043500000000000004,0
NO2,2,9381,0.001,0
NO2,2,9382,0.001,0
NO2,2,9383,0.008,0
NO2,2,9384,0.045,0
NO2,2,9388,0.002,0
NO2,2,9389,0.0015,0
NO2,2,9550,0.14300000000000002,5e-4
NO2,2,9554,0.0035000000000000005,0
NO2,2,9556,0.07750000000000001,0
NO2,2,9557,0.288,0.024000000000000004
NO2,2,9559,0.2585,0.646
NO2,2,9560,0.032,0
NO2,2,9561,0.0035000000000000005,0
NO2,2,9717,5e-4,0
NO2,2,9722,0.3145,0
NO2,2,9723,0.23700000000000002,0
NO2,2,9726,0.001,0
NO2,2,9727,0.001,0
NO2,2,9728,62.7135,0
NO2,2,9729,231.24200000000002,0.14550000000000002
NO2,2,9730,243.60299999999998,0.29750000000000004
NO2,2,9731,231.756,0
NO2,2,9732,566.207,539.5165000000001
NO2,2,9733,372.284,5.413499999999999
NO2,2,9734,48.836000000000006,0
NO2,2,9886,141.18400000000003,8.511999999999999
NO2,2,9887,112.958,7.152500000000001
NO2,2,9888,131.12800000000001,0.9535
NO2,2,9889,225.124,6.674500000000001
NO2,2,9890,63.273,1.8315000000000001
NO2,2,9891,236.6705,0.2655
NO2,2,9892,200.637,0.005000000000000001
NO2,2,9893,0.9740000000000001,0.4810000000000001
NO2,2,9894,168.04550000000003,0.074
NO2,2,9895,124.35050000000001,1.5490000000000002
NO2,2,9896,3.9225000000000003,2.134
NO2,2,9897,3.8105000000000007,0.2385
NO2,2,9898,1.6820000000000002,0
NO2,2,9899,10.747,5.336
NO2,2,9900,347.28000000000003,4.093
NO2,2,9901,0.22799999999999998,0
NO2,2,9905,45.6315,1.3955
NO2,2,9906,281.9515,0.8395
NO2,2,9907,61.7765,0.034
NO2,2,10058,170.7475,0.389
NO2,2,10061,0.011500000000000002,0
NO2,2,10062,81.575,2.1165000000000003
NO2,2,10063,0.0955,0.001
NO2,2,10064,122.6145,0.309
NO2,2,10065,3.2769999999999997,4.065
NO2,2,10066,361.1555000000001,79.102
NO2,2,10067,55.153999999999996,0.08700000000000001
NO2,2,10068,881.7400000000002,698.1804999999999
NO2,2,10069,261.228,8.611
NO2,2,10070,251.34050000000002,0.5665
NO2,2,10071,303.5995,13.4905
NO2,2,10072,67.764,0.0735
NO2,2,10078,88.47600000000001,116.9895
NO2,2,10079,260.31550000000004,16.207
NO2,2,10081,0.0045,0
NO2,2,10229,18.290000000000003,0.001
NO2,2,10230,118.647,0.037
NO2,2,10236,56.801,5e-4
NO2,2,10237,157.6875,4.1850000000000005
NO2,2,10238,167.27700000000002,0.25700000000000006
NO2,2,10250,0.002,0
NO2,2,10251,252.3075,8.574
NO2,2,10252,259.7765,0.7815
NO2,2,10253,260.413,0
NO2,2,10254,255.32750000000001,5e-4
NO2,2,10255,0.45599999999999996,0
NO2,2,10398,0.229,0
NO2,2,10399,1.1695,0.019000000000000003
NO2,2,10400,10.611000000000002,0.1035
NO2,2,10401,20.798500000000004,0.037500000000000006
NO2,2,10409,0.094,0.005500000000000001
NO2,2,10424,0.21800000000000003,0.0125
NO2,2,10425,0.013000000000000001,0
NO2,2,10426,69.194,0
NO2,2,10427,338.909,0.1045
NO2,2,10428,26.046999999999997,0.07700000000000001
NO2,2,10570,0.654,5e-4
NO2,2,10597,0.022000000000000002,0
NO2,2,10599,16.597,0
NO2,2,10600,336.9805,0.3555
NO2,2,10601,325.83500000000004,128.29850000000002
NO2,2,10739,0.018,0.028999999999999998
NO2,2,10740,0.001,0
NO2,2,10741,0.22599999999999998,0.012
NO2,2,10742,0.361,0
NO2,2,10768,0.0125,0
NO2,2,10769,0.021,5e-4
NO2,2,10929,0,0
NO2,3,9557,50.8005,74.39150000000001
NO2,3,9559,2.325,0.915
NO2,3,9560,0.2335,0.056499999999999995
NO2,3,9728,8.9345,0
NO2,3,9729,82.116,62.2755
NO2,3,9730,43.44200000000001,1.594
NO2,3,9731,40.658500000000004,0
NO2,3,9732,55.069500000000005,71.3485
NO2,3,9733,41.661500000000004,0.265
NO2,3,9734,8.225,0
NO2,3,9886,23.078500000000002,0
NO2,3,9887,23.613,1.9055
NO2,3,9888,18.5685,0.8494999999999999
NO2,3,9889,142.6735,7.974000000000001
NO2,3,9890,3.4405,0
NO2,3,9891,8.74,0.003
NO2,3,9892,10.5845,0
NO2,3,9894,27.313000000000002,0
NO2,3,9895,33.96,23.518500000000003
NO2,3,9899,1.207,0.754
NO2,3,9900,42.096000000000004,0.164
NO2,3,9901,0.008,0
NO2,3,9905,1.1785,0
NO2,3,9906,46.501000000000005,0
NO2,3,9907,9.268,0
NO2,3,10058,31.8265,1.0865
NO2,3,10062,4.4875,0.09150000000000001
NO2,3,10064,13.788000000000004,0.0635
NO2,3,10066,75.324,2.6210000000000004
NO2,3,10067,8.3675,0
NO2,3,10068,43.694500000000005,37.177
NO2,3,10069,30.0255,17.990000000000002
NO2,3,10070,79.9525,513.9309999999999
NO2,3,10071,37.00450000000001,0.219
NO2,3,10072,7.166500000000001,0
NO2,3,10078,100.75,189.958
NO2,3,10079,48.621500000000005,194.6465
NO2,3,10229,17.661,0
NO2,3,10230,43.557,0
NO2,3,10236,6.621499999999999,0
NO2,3,10237,78.28250000000001,0.801
NO2,3,10238,33.9465,0
NO2,3,10251,44.511500000000005,0.257
NO2,3,10252,53.9255,0
NO2,3,10253,56.629999999999995,0
NO2,3,10254,55.77100000000001,0
NO2,3,10255,0.056999999999999995,0
NO2,3,10256,0.231,0
NO2,3,10398,0.405,0
NO2,3,10399,1.351,0
NO2,3,10400,11.6425,0.0235
NO2,3,10401,16.770999999999997,1.463
NO2,3,10402,0.0055000000000000005,0
NO2,3,10409,14.586000000000002,0.2715
NO2,3,10426,15.9885,0
NO2,3,10427,71.435,0
NO2,3,10428,4.787,0
NO2,3,10570,0.6110000000000001,0
NO2,3,10599,4.7825,0
NO2,3,10600,209.5915,91.5665
NO2,3,10601,40.8875,5.3565000000000005
NO2,3,10741,0.37250000000000005,0.502
NO2,3,10742,0.4335,0
NO2,3,10760,5e-4,0
NO2,4,9376,0.032,0
NO2,4,9377,0.021500000000000002,0
NO2,4,9547,0.06949999999999999,0
NO2,4,9548,0.046000000000000006,0
NO2,4,9549,0.1945,0
NO2,4,9557,0.2945,0.0075
NO2,4,9569,0.002,0
NO2,4,9717,0.07850000000000001,0
NO2,4,9718,0.006500000000000001,0
NO2,4,9719,0.0015,0
NO2,4,9720,0.5980000000000001,0
NO2,4,9721,1.0685,0
NO2,4,9728,2.861,0
NO2,4,9729,11.883500000000002,1.6835000000000002
NO2,4,9730,10.954500000000003,0.009
NO2,4,9731,9.113,0
NO2,4,9732,117.13700000000001,369.60200000000003
NO2,4,9733,386.08450000000005,486.538
NO2,4,9734,13.106000000000002,0
NO2,4,9741,0.001,0
NO2,4,9886,1.9210000000000003,0.014000000000000002
NO2,4,9887,2.178,0.0165
NO2,4,9888,1.811,0.032
NO2,4,9889,16.769000000000002,410.10549999999995
NO2,4,9890,4.9405,0.2745
NO2,4,9891,9.948,0
NO2,4,9892,39.487,0
NO2,4,9893,161.80200000000002,82.0625
NO2,4,9894,6.3345,0.0165
NO2,4,9895,5.615,0.012000000000000002
NO2,4,9896,0.1475,1.4535
NO2,4,9897,0.12,0
NO2,4,9898,0.0855,0
NO2,4,9899,0.213,0.1795
NO2,4,9900,12.929000000000002,0.045000000000000005
NO2,4,9905,0.335,0.002
NO2,4,9906,66.1405,0.002
NO2,4,9907,17.307000000000002,0
NO2,4,10058,1.3205,0.028999999999999998
NO2,4,10062,4.699000000000001,0.20400000000000001
NO2,4,10064,12.556000000000001,0.04100000000000001
NO2,4,10065,91.06850000000001,78.9445
NO2,4,10066,15.743000000000002,11.1785
NO2,4,10067,2.069,0
NO2,4,10068,8.370000000000001,0.5105000000000001
NO2,4,10069,8.149,0.003
NO2,4,10070,9.7065,12.587000000000002
NO2,4,10071,309.59250000000003,17.5635
NO2,4,10072,3.3004999999999995,0.21850000000000003
NO2,4,10078,21.0235,52.185
NO2,4,10079,71.72500000000001,4.529
NO2,4,10081,0.004,0
NO2,4,10229,0,0
NO2,4,10230,0.053500000000000006,0
NO2,4,10235,16.064,0
NO2,4,10236,5.136,0
NO2,4,10237,10.927500000000002,316.619
NO2,4,10238,34.304500000000004,0.0025000000000000005
NO2,4,10240,0.0085,0
NO2,4,10241,0.025,0
NO2,4,10242,0.005000000000000001,0
NO2,4,10251,54.266,1.375
NO2,4,10252,65.15950000000001,0.021500000000000002
NO2,4,10253,66.40899999999999,0
NO2,4,10254,71.552,80.55900000000001
NO2,4,10255,0.485,12.866999999999999
NO2,4,10399,0.24100000000000002,0
NO2,4,10400,0.0085,0
NO2,4,10401,5e-4,0
NO2,4,10408,1.7045000000000003,0
NO2,4,10410,0.05600000000000001,0
NO2,4,10415,0.0035000000000000005,0
NO2,4,10426,18.5685,0
NO2,4,10427,198.48000000000002,228.3505
NO2,4,10428,518.3455,1473.0045
NO2,4,10582,0.017,0
NO2,4,10583,0.066,0
NO2,4,10599,8.1525,0
NO2,4,10600,958.344,1033.253
NO2,4,10601,724.6175000000001,2999.0699999999997
NO2,4,10927,0.08100000000000002,0
